label,season,games,accuracy,home_pick_rate,home_win_rate,avg_home_probability,avg_confidence
tuned,2020-21,4284,0.6325863678804855,0.7467320261437909,0.6314192343604108,0.5481019819273346,0.5998983720253835
tuned,2021-22,5969,0.660412129334897,0.7706483498073379,0.6471770815882057,0.5476976612817656,0.59468176377972
tuned,2022-23,6222,0.6592735454837673,0.758277081324333,0.655094824815172,0.54534529063792,0.5956903431652515
tuned,2023-24,6238,0.6490862455915357,0.7467136902853478,0.659666559794806,0.5449290941894909,0.5950207773989943
tuned,2024-25,6292,0.6392244119516847,0.7325174825174825,0.6609980928162746,0.5453892494268183,0.5981320201771098
tuned,2025-26,898,0.744988864142539,0.8496659242761693,0.8485523385300668,0.5891145865118144,0.6097063791333379
