feature,importance
away_team_encoded,0.46872424432960563
home_team_encoded,0.44243490244222144
is_neutral,0.07996804767201557
home_rank,0.003314621818215452
rank_diff,0.0028887730205440264
is_ranked_matchup,0.0021962182013519614
away_rank,0.0004731925160459613
