feature,importance
away_team_encoded,0.46965926299888566
home_team_encoded,0.44565271960261776
is_neutral,0.07668223590434668
rank_diff,0.002817510127802106
home_rank,0.0025120745193358204
is_ranked_matchup,0.0022874621805825278
away_rank,0.00038873466642961625
