feature,importance
away_team_encoded,0.4737917060423345
home_team_encoded,0.44631266382426
is_neutral,0.07160387578485433
rank_diff,0.0033158858826482047
home_rank,0.0026151560251315765
is_ranked_matchup,0.002025199286389825
away_rank,0.00033551315438166783
