label,season,games,accuracy,home_pick_rate,home_win_rate,avg_home_probability,avg_confidence
post,2020-21,4284,0.6428571428571429,0.911531279178338,0.6314192343604108,0.6594538530861407,0.6756201620756188
post,2021-22,5969,0.6538783715865304,0.9185793265203551,0.6471770815882057,0.657010761444255,0.6728093860641888
post,2022-23,6222,0.668434586949534,0.9104789456766313,0.655094824815172,0.6528474653705404,0.67026596692088
post,2023-24,6238,0.6702468739980763,0.9047771721705675,0.659666559794806,0.6514460087332878,0.6673162661962823
post,2024-25,6292,0.6711697393515575,0.9049586776859504,0.6609980928162746,0.6515875912736732,0.6672210779773435
post,2025-26,898,0.8273942093541202,0.9632516703786191,0.8485523385300668,0.6895579653171457,0.692508603267373
