feature,importance
away_team_encoded,0.46714537610305845
home_team_encoded,0.44070974563090076
is_neutral,0.0834296901295561
rank_diff,0.0029593584697077263
home_rank,0.0028303515324495554
is_ranked_matchup,0.0025986264439577644
away_rank,0.00032685169036949184
