feature,importance
away_team_encoded,0.46772249244438535
home_team_encoded,0.4387519825384134
is_neutral,0.08609821950338013
home_rank,0.0025874746867393956
rank_diff,0.0023695541568822345
is_ranked_matchup,0.0021245791326213615
away_rank,0.0003456975375781363
