game_id,game_day,game_status,home_team,away_team,home_score,away_score,home_record,away_record,home_rank,away_rank,home_point_spread,is_neutral,season,date,game_url
401255010,2020-11-25,Final,Marquette,Arkansas-Pine Bluff,99,57,,,,,,0,2020-21,,
401264461,2020-11-25,Final,Oregon State,California,71,63,,,,,,0,2020-21,,
401262106,2020-11-25,Final,San Diego State,UCLA,73,58,,,,,,0,2020-21,,
401258893,2020-11-25,Final,Chicago State,Ohio,61,84,,,,,,1,2020-21,,
401258866,2020-11-25,Final,Clemson,Mississippi State,53,42,,,,,,1,2020-21,,
401256739,2020-11-25,Final,Colorado,South Dakota,84,61,,,,,,1,2020-21,,
401261572,2020-11-25,Final,Southern Methodist,Sam Houston State,97,67,,,,,,0,2020-21,,
401260358,2020-11-25,Final,Davidson,High Point,82,73,,,,,,0,2020-21,,
401259563,2020-11-25,Final,Rutgers,Sacred Heart,86,63,,,,,,0,2020-21,,
401260341,2020-11-25,Final,Wake Forest,Delaware State,111,51,,,,,,0,2020-21,,
401259540,2020-11-25,Final,Virginia Tech,Radford,77,62,,,,,,0,2020-21,,
401254049,2020-11-25,Final,Kansas State,Drake,70,80,,,,,,0,2020-21,,
401260050,2020-11-25,Final,Butler,Western Michigan,66,62,,,,,,0,2020-21,,
401257483,2020-11-25,Final,Bradley,Toledo,61,59,,,,,,1,2020-21,,
401254696,2020-11-25,Final,UAB,Alcorn State,99,50,,,,,,0,2020-21,,
401259878,2020-11-25,Final,South Carolina State,Appalachian St,61,81,,,,,,0,2020-21,,
401259241,2020-11-25,Final,UNC Wilmington,Western Carolina,76,98,,,,,,1,2020-21,,
401265033,2020-11-25,Final,Arizona State,Rhode Island,94,88,,,,,,1,2020-21,,
401258842,2020-11-25,Final,Arkansas,Mississippi Valley State,142,62,,,,,,0,2020-21,,
401262492,2020-11-25,Final,Northern Kentucky,Ball State,74,73,,,,,,0,2020-21,,
401255645,2020-11-25,Final,Towson,Virginia,54,89,,,,,,1,2020-21,,
401254076,2020-11-25,Final,Texas,UT Rio Grande Valley,91,55,,,,,,0,2020-21,,
401263275,2020-11-25,Final,Washington State,Texas Southern,56,52,,,,,,0,2020-21,,
401260006,2020-11-25,Final,Boston College,Villanova,67,76,,,,,,1,2020-21,,
401262142,2020-11-25,Final,Michigan,Bowling Green,96,82,,,,,,0,2020-21,,
401259032,2020-11-25,Final,Wisconsin,Eastern Illinois,77,67,,,,,,0,2020-21,,
401262416,2020-11-25,Final,Eastern Kentucky,North Florida,80,67,,,,,,1,2020-21,,
401260377,2020-11-25,Final,Pepperdine,UC Irvine,86,72,,,,,,1,2020-21,,
401259285,2020-11-25,Final,Santa Clara,Idaho State,62,49,,,,,,0,2020-21,,
401264524,2020-11-25,Final,Nevada,North Dakota State,62,48,,,,,,1,2020-21,,
401263457,2020-11-25,Final,Ohio State,Illinois State,94,67,,,,,,0,2020-21,,
401259028,2020-11-25,Final,Indiana,Tennessee Tech,89,59,,,,,,0,2020-21,,
401257607,2020-11-25,Final,Morgan State,Mount St. Mary's,55,62,,,,,,0,2020-21,,
401257055,2020-11-25,Final,Houston,Lamar,89,45,,,,,,0,2020-21,,
401262682,2020-11-25,Final,UNLV,Montana State,78,91,,,,,,0,2020-21,,
401258862,2020-11-25,Final,Missouri,Oral Roberts,91,64,,,,,,0,2020-21,,
401259897,2020-11-25,Final,Liberty,Purdue,64,77,,,,,,1,2020-21,,
401261646,2020-11-25,Final,Loyola Marymount,Southern Utah,85,83,,,,,,0,2020-21,,
401259300,2020-11-25,Final,Maryland,Old Dominion,85,67,,,,,,0,2020-21,,
401255047,2020-11-25,Final,Memphis,Saint Mary's,73,56,,,,,,1,2020-21,,
401258857,2020-11-25,Final,Kentucky,Morehead State,81,45,,,,,,0,2020-21,,
401258841,2020-11-25,Final,Alabama,Jacksonville State,81,57,,,,,,0,2020-21,,
401263445,2020-11-25,Final,Michigan State,Eastern Michigan,83,67,,,,,,0,2020-21,,
401257632,2020-11-25,Final,Pacific,UC Riverside,66,60,,,,,,0,2020-21,,
401257660,2020-11-25,Final,Louisville,Evansville,79,44,,,,,,0,2020-21,,
401261657,2020-11-25,Final,South Alabama,Florida Atlantic,68,66,,,,,,0,2020-21,,
401259553,2020-11-25,Final,Florida Gulf Coast,Florida A&M,65,56,,,,,,0,2020-21,,
401262064,2020-11-25,Final,Quinnipiac,Fairleigh Dickinson,84,66,,,,,,0,2020-21,,
401255066,2020-11-25,Final,Providence,Fairfield,97,56,,,,,,0,2020-21,,
401258906,2020-11-25,Final,UT Arlington,Oklahoma State,68,75,,,,,,0,2020-21,,
401261505,2020-11-25,Final,Nicholls State,UC Davis,101,93,,,,,,1,2020-21,,
401261518,2020-11-25,Final,Purdue Fort Wayne,Southeastern Louisiana,67,63,,,,,,0,2020-21,,
401259772,2020-11-25,Final,Navy,George Washington,78,71,,,,,,0,2020-21,,
401254080,2020-11-25,Final,Northern Iowa,Western Kentucky,87,93,,,,,,1,2020-21,,
401262097,2020-11-25,Final,Grand Canyon,Grambling State,69,53,,,,,,0,2020-21,,
401257482,2020-11-25,Final,Xavier,Oakland,101,49,,,,,,0,2020-21,,
401265034,2020-11-25,Final,Utah State,Virginia Commonwealth,69,85,,,,,,1,2020-21,,
401265650,2020-11-25,Final,Portland,Seattle,72,84,,,,,,0,2020-21,,
401258999,2020-11-25,Final,Abilene Christian,East Tennessee State,70,47,,,,,,1,2020-21,,
401260002,2020-11-26,Final,Auburn,Saint Joseph's,96,91,,,,,,1,2020-21,,
401259847,2020-11-26,Final,Liberty,Mississippi State,84,73,,,,,,1,2020-21,,
401262372,2020-11-26,Final,Illinois,Chicago State,97,38,,,,,,0,2020-21,,
401261634,2020-11-26,Final,Brigham Young,New Orleans,86,61,,,,,,0,2020-21,,
401259996,2020-11-26,Final,Austin Peay,East Tennessee State,67,66,,,,,,1,2020-21,,
401256506,2020-11-26,Final,Northern Iowa,Saint Mary's,64,66,,,,,,1,2020-21,,
401257485,2020-11-26,Final,Oakland,Toledo,53,80,,,,,,1,2020-21,,
401259243,2020-11-26,Final,Belmont,Howard,95,78,,,,,,1,2020-21,,
401260009,2020-11-26,Final,Boston College,Rhode Island,69,64,,,,,,1,2020-21,,
401259846,2020-11-26,Final,Clemson,Purdue,81,70,,,,,,1,2020-21,,
401263598,2020-11-26,Final,Nebraska,Nevada,66,69,,,,,,0,2020-21,,
401260001,2020-11-26,Final,Gonzaga,Kansas,102,90,,,,,,1,2020-21,,
401256505,2020-11-26,Final,Virginia Commonwealth,West Virginia,66,78,,,,,,1,2020-21,,
401260008,2020-11-26,Final,Arizona State,Villanova,74,83,,,,,,1,2020-21,,
401256504,2020-11-26,Final,Memphis,Western Kentucky,69,75,,,,,,1,2020-21,,
401255038,2020-11-26,Final,St. John's,La Salle,82,65,,,,,,0,2020-21,,
401257484,2020-11-26,Final,Xavier,Bradley,51,50,,,,,,0,2020-21,,
401265733,2020-11-27,Final,Army,Central Connecticut,79,57,,,,,,1,2020-21,,
401259546,2020-11-27,Final,Florida Atlantic,Jacksonville State,50,60,,,,,,1,2020-21,,
401262280,2020-11-27,Final,Maryland,Navy,82,52,,,,,,0,2020-21,,
401257663,2020-11-27,Final,Louisville,Seton Hall,71,70,,,,,,0,2020-21,,
401259559,2020-11-27,Final,Texas Tech,Sam Houston State,84,52,,,,,,0,2020-21,,
401261483,2020-11-27,Final,Incarnate Word,Rice,53,68,,,,,,0,2020-21,,
401255049,2020-11-27,Final,Louisiana Tech,UT Arlington,76,71,,,,,,0,2020-21,,
401260378,2020-11-27,Final,Pepperdine,UCLA,98,107,,,,,,1,2020-21,,
401262136,2020-11-27,Final,Rutgers,Fairleigh Dickinson,96,75,,,,,,0,2020-21,,
401260004,2020-11-27,Final,Kansas,Saint Joseph's,94,72,,,,,,1,2020-21,,
401262442,2020-11-27,Final,Santa Clara,UC Davis,66,63,,,,,,0,2020-21,,
401259244,2020-11-27,Final,Belmont,George Mason,77,67,,,,,,1,2020-21,,
401254050,2020-11-27,Final,Kansas State,Colorado,58,76,,,,,,0,2020-21,,
401259999,2020-11-27,Final,East Tennessee State,Middle Tennessee,57,43,,,,,,1,2020-21,,
401263459,2020-11-27,Final,Wisconsin,Arkansas-Pine Bluff,92,58,,,,,,0,2020-21,,
401259320,2020-11-27,Final,Morehead State,Richmond,64,82,,,,,,1,2020-21,,
401255011,2020-11-27,Final,Marquette,Eastern Illinois,75,50,,,,,,0,2020-21,,
401257474,2020-11-27,Final,UNC Asheville,UNC Wilmington,68,76,,,,,,0,2020-21,,
401257486,2020-11-27,Final,Xavier,Toledo,76,73,,,,,,0,2020-21,,
401262098,2020-11-27,Final,Arizona,Grambling State,74,55,,,,,,0,2020-21,,
401262673,2020-11-27,Final,San Diego State,UC Irvine,77,58,,,,,,0,2020-21,,
401256510,2020-11-27,Final,Saint Mary's,South Dakota State,72,59,,,,,,1,2020-21,,
401260000,2020-11-27,Final,Abilene Christian,Austin Peay,80,72,,,,,,1,2020-21,,
401262373,2020-11-27,Final,Illinois,Ohio,77,75,,,,,,0,2020-21,,
401259037,2020-11-27,Final,Marshall,Arkansas State,70,56,,,,,,0,2020-21,,
401264636,2020-11-27,Final,Connecticut,Hartford,69,57,,,,,,0,2020-21,,
401256511,2020-11-27,Final,Northern Iowa,Utah State,71,82,,,,,,1,2020-21,,
401260343,2020-11-27,Final,Wake Forest,Longwood,71,60,,,,,,0,2020-21,,
401262287,2020-11-27,Final,Charleston Southern,Eastern Kentucky,50,60,,,,,,1,2020-21,,
401257487,2020-11-27,Final,Bradley,Oakland,74,60,,,,,,1,2020-21,,
401257664,2020-11-27,Final,Evansville,Prairie View A&M,61,64,,,,,,1,2020-21,,
401261569,2020-11-27,Final,Houston,Boise State,68,58,,,,,,0,2020-21,,
401263442,2020-11-27,Final,Iowa,Southern,103,76,,,,,,0,2020-21,,
401256509,2020-11-27,Final,Memphis,Virginia Commonwealth,59,70,,,,,,1,2020-21,,
401261576,2020-11-27,Final,Tulane,Lamar,66,57,,,,,,0,2020-21,,
401257569,2020-11-27,Final,James Madison,Norfolk State,73,83,,,,,,0,2020-21,,
401265035,2020-11-27,Final,Buffalo,Towson,74,65,,,,,,1,2020-21,,
401256073,2020-11-27,Final,Drake,South Dakota,69,53,,,,,,1,2020-21,,
401262991,2020-11-27,Final,Vanderbilt,Valparaiso,77,71,,,,,,0,2020-21,,
401260003,2020-11-27,Final,Auburn,Gonzaga,67,90,,,,,,1,2020-21,,
401265773,2020-11-27,Final,Charlotte,East Carolina,57,66,,,,,,0,2020-21,,
401261506,2020-11-27,Final,Idaho State,Nicholls State,51,70,,,,,,1,2020-21,,
401261564,2020-11-27,Final,Syracuse,Bryant,85,84,,,,,,0,2020-21,,
401257473,2020-11-27,Final,Troy,Western Carolina,66,64,,,,,,1,2020-21,,
401263599,2020-11-28,Final,Nebraska,North Dakota State,79,57,,,,,,0,2020-21,,
401254697,2020-11-28,Final,UAB,Southeastern Louisiana,84,59,,,,,,0,2020-21,,
401261648,2020-11-28,Final,Minnesota,Loyola Marymount,88,73,,,,,,0,2020-21,,
401256512,2020-11-28,Final,Liberty,South Carolina,78,62,,,,,,1,2020-21,,
401262692,2020-11-28,Final,Oklahoma State,Texas Southern,85,65,,,,,,0,2020-21,,
401253909,2020-11-28,Final,Texas Christian,Tulsa,70,65,,,,,,1,2020-21,,
401262376,2020-11-28,Final,Lamar,Lipscomb,73,76,,,,,,1,2020-21,,
401257476,2020-11-28,Final,UNC Asheville,Western Carolina,81,83,,,,,,0,2020-21,,
401259287,2020-11-28,Final,Idaho State,UC Davis,61,70,,,,,,1,2020-21,,
401257475,2020-11-28,Final,Troy,UNC Wilmington,50,73,,,,,,1,2020-21,,
401261563,2020-11-28,Final,Pittsburgh,Drexel,83,74,,,,,,0,2020-21,,
401259247,2020-11-28,Final,George Mason,Howard,84,70,,,,,,1,2020-21,,
401253497,2020-11-28,Final,Texas A&M-Corpus Christi,Texas State,63,75,,,,,,0,2020-21,,
401257596,2020-11-28,Final,Army,Buffalo,78,74,,,,,,1,2020-21,,
401265457,2020-11-28,Final,Jacksonville,Southern Miss,66,51,,,,,,0,2020-21,,
401259835,2020-11-28,Final,Duke,Coppin State,81,71,,,,,,0,2020-21,,
401254109,2020-11-28,Final,Old Dominion,William & Mary,86,78,,,,,,0,2020-21,,
401258843,2020-11-28,Final,Arkansas,North Texas,69,54,,,,,,0,2020-21,,
401265777,2020-11-28,Final,Baylor,Louisiana,112,82,,,,,,1,2020-21,,
401262974,2020-11-28,Final,USC,Montana,76,62,,,,,,0,2020-21,,
401255593,2020-11-28,Final,Villanova,Virginia Tech,73,81,,,,,,1,2020-21,,
401262143,2020-11-28,Final,Bowling Green,South Carolina State,101,78,,,,,,0,2020-21,,
401265874,2020-11-28,Final,UIC,Central Michigan,74,72,,,,,,0,2020-21,,
401260037,2020-11-28,Final,Michigan State,Notre Dame,80,70,,,,,,0,2020-21,,
401261742,2020-11-28,Final,Penn State,VMI,86,65,,,,,,0,2020-21,,
401262907,2020-11-28,Final,Washington State,Eastern Washington,71,68,,,,,,0,2020-21,,
401258708,2020-11-28,Final,UT Rio Grande Valley,UTSA,81,64,,,,,,0,2020-21,,
401259286,2020-11-28,Final,Santa Clara,Nicholls State,73,57,,,,,,0,2020-21,,
401259307,2020-11-28,Final,Norfolk State,Radford,57,54,,,,,,1,2020-21,,
401260359,2020-11-28,Final,Elon,High Point,76,75,,,,,,0,2020-21,,
401258859,2020-11-29,Final,Kentucky,Richmond,64,76,,,,,,0,2020-21,,
401259560,2020-11-29,Final,Houston,Texas Tech,64,53,,,,,,1,2020-21,,
401262917,2020-11-29,Final,Texas A&M,New Orleans,82,53,,,,,,0,2020-21,,
401257667,2020-11-29,Final,Louisville,Prairie View A&M,86,64,,,,,,0,2020-21,,
401259376,2020-11-29,Final,Maryland,Mount St. Mary's,79,61,,,,,,0,2020-21,,
401263088,2020-11-29,Final,Air Force,Seattle,45,63,,,,,,1,2020-21,,
401259859,2020-11-29,Final,Iowa State,Arkansas-Pine Bluff,80,63,,,,,,0,2020-21,,
401257570,2020-11-29,Final,James Madison,Radford,67,59,,,,,,0,2020-21,,
401265323,2020-11-29,Final,Boise State,Sam Houston State,86,55,,,,,,1,2020-21,,
401265779,2020-11-29,Final,Creighton,North Dakota State,69,58,,,,,,0,2020-21,,
401260324,2020-11-29,Final,Miami (FL),North Florida,77,59,,,,,,0,2020-21,,
401265822,2020-11-29,Final,Morehead State,Arkansas State,69,61,,,,,,0,2020-21,,
401261577,2020-11-29,Final,Tulane,Lipscomb,68,66,,,,,,0,2020-21,,
401265461,2020-11-29,Final,Georgia,Florida A&M,85,75,,,,,,0,2020-21,,
401265151,2020-11-29,Final,Rutgers,Hofstra,70,56,,,,,,0,2020-21,,
401259547,2020-11-29,Final,South Alabama,Jacksonville State,73,77,,,,,,0,2020-21,,
401261599,2020-11-29,Final,Liberty,Texas Christian,52,56,,,,,,1,2020-21,,
401265778,2020-11-29,Final,Baylor,Washington,86,52,,,,,,1,2020-21,,
401261598,2020-11-29,Final,South Carolina,Tulsa,69,58,,,,,,1,2020-21,,
401255050,2020-11-29,Final,Louisiana Tech,Northwestern State,91,77,,,,,,0,2020-21,,
401262491,2020-11-29,Final,Michigan,Oakland,81,71,,,,,,0,2020-21,,
401253489,2020-11-29,Final,Samford,Alabama A&M,76,78,,,,,,0,2020-21,,
401254077,2020-11-30,Final,Davidson,Texas,76,78,,,,,,1,2020-21,,
401265813,2020-11-30,Final,Hofstra,Fairleigh Dickinson,73,58,,,,,,0,2020-21,,
401255039,2020-11-30,Final,Boston College,St. John's,93,97,,,,,,1,2020-21,,
401255065,2020-11-30,Final,Alabama,Stanford,64,82,,,,,,1,2020-21,,
401257634,2020-11-30,Final,Nevada,Pacific,70,58,,,,,,0,2020-21,,
401257488,2020-11-30,Final,Xavier,Eastern Kentucky,99,96,,,,,,0,2020-21,,
401265493,2020-11-30,Final,Minnesota,Loyola Marymount,67,64,,,,,,0,2020-21,,
401255063,2020-11-30,Final,Indiana,Providence,79,58,,,,,,1,2020-21,,
401254102,2020-11-30,Final,Tennessee Tech,Chattanooga,54,62,,,,,,0,2020-21,,
401259880,2020-11-30,Final,Appalachian St,Bowling Green,76,78,,,,,,0,2020-21,,
401259021,2020-11-30,Final,Mercer,Georgia State,86,69,,,,,,0,2020-21,,
401258867,2020-11-30,Final,Mississippi State,Texas State,68,51,,,,,,0,2020-21,,
401260160,2020-11-30,Final,Wyoming,Texas Southern,74,76,,,,,,0,2020-21,,
401265993,2020-11-30,Final,Seton Hall,Iona,86,64,,,,,,0,2020-21,,
401261573,2020-11-30,Final,Southern Methodist,Texas A&M-Corpus Christi,91,54,,,,,,0,2020-21,,
401261567,2020-11-30,Final,UCF,Auburn,63,55,,,,,,0,2020-21,,
401261507,2020-11-30,Final,California,Nicholls State,60,49,,,,,,0,2020-21,,
401266628,2020-12-01,Final,UC Riverside,Washington,57,42,,,,,,1,2020-21,,
401256577,2020-12-01,Final,Indiana,Texas,44,66,,,,,,1,2020-21,,
401264446,2020-12-01,Final,Florida International,Central Michigan,96,76,,,,,,0,2020-21,,
401266016,2020-12-01,Final,VMI,Longwood,84,71,,,,,,0,2020-21,,
401256575,2020-12-01,Final,Davidson,Providence,62,63,,,,,,1,2020-21,,
401260337,2020-12-01,Final,Virginia,St. Francis (PA),76,51,,,,,,0,2020-21,,
401261582,2020-12-01,Final,Georgetown,Navy,71,78,,,,,,0,2020-21,,
401257600,2020-12-01,Final,Toledo,Cleveland State,70,61,,,,,,0,2020-21,,
401256578,2020-12-01,Final,North Carolina,Stanford,67,63,,,,,,1,2020-21,,
401263600,2020-12-01,Final,Nebraska,South Dakota,76,69,,,,,,0,2020-21,,
401260340,2020-12-01,Final,Brigham Young,USC,53,79,,,,,,1,2020-21,,
401262149,2020-12-01,Final,UIC,Valparaiso,66,50,,,,,,0,2020-21,,
401260005,2020-12-01,Final,Duke,Michigan State,69,75,,,,,,0,2020-21,,
401259312,2020-12-01,Final,Saint Mary's,Nicholls State,73,50,,,,,,0,2020-21,,
401266619,2020-12-01,Final,Dayton,Eastern Illinois,66,63,,,,,,0,2020-21,,
401254041,2020-12-01,Final,Kansas,Kentucky,65,62,,,,,,1,2020-21,,
401262283,2020-12-01,Final,Purdue,Oakland,93,50,,,,,,0,2020-21,,
401257671,2020-12-01,Final,Louisville,Western Kentucky,75,54,,,,,,0,2020-21,,
401266133,2020-12-01,Final,Hartford,Villanova,53,87,,,,,,1,2020-21,,
401256576,2020-12-01,Final,Alabama,UNLV,86,74,,,,,,1,2020-21,,
401254066,2020-12-01,Final,Marquette,Oklahoma State,62,70,,,,,,0,2020-21,,
401262473,2020-12-01,Final,Grand Canyon,Mississippi Valley State,88,49,,,,,,0,2020-21,,
401266545,2020-12-01,Final,New Hampshire,Bryant,85,93,,,,,,0,2020-21,,
401257635,2020-12-02,Final,Pacific,Montana State,74,70,,,,,,0,2020-21,,
401262279,2020-12-02,Final,Baylor,Illinois,82,69,,,,,,1,2020-21,,
401259860,2020-12-02,Final,Iowa State,South Dakota State,68,71,,,,,,0,2020-21,,
401266546,2020-12-02,Final,Missouri,Oregon,83,75,,,,,,1,2020-21,,
401259043,2020-12-02,Final,Wichita State,Oral Roberts,85,80,,,,,,0,2020-21,,
401259050,2020-12-02,Final,Middle Tennessee,Murray State,78,61,,,,,,0,2020-21,,
401256581,2020-12-02,Final,Alabama,Providence,88,71,,,,,,1,2020-21,,
401257614,2020-12-02,Final,Texas A&M,Tarleton,73,66,,,,,,0,2020-21,,
401263444,2020-12-02,Final,Michigan,Ball State,84,65,,,,,,0,2020-21,,
401257439,2020-12-02,Final,Washington State,Oregon State,59,55,,,,,,0,2020-21,,
401263456,2020-12-02,Final,Northwestern,Arkansas-Pine Bluff,92,49,,,,,,0,2020-21,,
401260332,2020-12-02,Final,Florida State,North Florida,86,58,,,,,,0,2020-21,,
401266567,2020-12-02,Final,Brigham Young,St. John's,74,68,,,,,,1,2020-21,,
401255663,2020-12-02,Final,Ohio State,Morehead State,77,44,,,,,,0,2020-21,,
401263099,2020-12-02,Final,UT Martin,Evansville,93,87,,,,,,0,2020-21,,
401255600,2020-12-02,Final,Drexel,Quinnipiac,66,48,,,,,,1,2020-21,,
401265679,2020-12-02,Final,Gonzaga,West Virginia,87,82,,,,,,1,2020-21,,
401262377,2020-12-02,Final,Cincinnati,Lipscomb,67,55,,,,,,0,2020-21,,
401256582,2020-12-02,Final,Davidson,UNLV,77,73,,,,,,1,2020-21,,
401259301,2020-12-02,Final,Norfolk State,Old Dominion,66,80,,,,,,0,2020-21,,
401259536,2020-12-02,Final,Jacksonville,Presbyterian,78,65,,,,,,0,2020-21,,
401262276,2020-12-02,Final,Penn State,Virginia Commonwealth,72,69,,,,,,0,2020-21,,
401266615,2020-12-02,Final,Army,Florida,69,76,,,,,,1,2020-21,,
401260161,2020-12-02,Final,Wyoming,Incarnate Word,94,83,,,,,,0,2020-21,,
401256579,2020-12-02,Final,North Carolina,Texas,67,69,,,,,,1,2020-21,,
401266575,2020-12-02,Final,South Florida,Florida Gulf Coast,76,57,,,,,,0,2020-21,,
401254698,2020-12-02,Final,UAB,Kennesaw State,73,48,,,,,,0,2020-21,,
401257052,2020-12-02,Final,New Orleans,Louisiana,63,66,,,,,,0,2020-21,,
401257376,2020-12-02,Final,UT Rio Grande Valley,Texas A&M-Corpus Christi,62,59,,,,,,0,2020-21,,
401257673,2020-12-02,Final,Duquesne,UNC Greensboro,81,68,,,,,,1,2020-21,,
401258844,2020-12-02,Final,Arkansas,UT Arlington,72,60,,,,,,0,2020-21,,
401262446,2020-12-02,Final,Fairfield,Hartford,61,66,,,,,,0,2020-21,,
401256580,2020-12-02,Final,Indiana,Stanford,79,63,,,,,,1,2020-21,,
401260326,2020-12-02,Final,Clemson,South Carolina State,75,38,,,,,,0,2020-21,,
401255580,2020-12-02,Final,Rhode Island,Seton Hall,76,63,,,,,,0,2020-21,,
401258889,2020-12-02,Final,Memphis,Arkansas State,83,54,,,,,,0,2020-21,,
401257440,2020-12-03,Final,California,Arizona State,62,70,,,,,,0,2020-21,,
401254058,2020-12-03,Final,Oklahoma,UTSA,105,66,,,,,,0,2020-21,,
401259578,2020-12-03,Final,UCLA,Seattle,78,52,,,,,,0,2020-21,,
401261604,2020-12-03,Final,Boston College,Florida,70,90,,,,,,1,2020-21,,
401257441,2020-12-03,Final,Utah,Washington,76,62,,,,,,0,2020-21,,
401266547,2020-12-03,Final,Connecticut,USC,61,58,,,,,,1,2020-21,,
401261744,2020-12-03,Final,Virginia Tech,VMI,64,57,,,,,,0,2020-21,,
401264961,2020-12-03,Final,Syracuse,Niagara,75,45,,,,,,0,2020-21,,
401252579,2020-12-03,Final,Southern Utah,Montana,64,63,,,,,,0,2020-21,,
401264539,2020-12-03,Final,Iowa,Western Illinois,99,58,,,,,,0,2020-21,,
401266750,2020-12-03,Final,Drexel,Quinnipiac,70,58,,,,,,1,2020-21,,
401252577,2020-12-03,Final,Sacramento State,Idaho,77,55,,,,,,0,2020-21,,
401259294,2020-12-03,Final,Wright State,Marshall,64,80,,,,,,0,2020-21,,
401262820,2020-12-03,Final,Saint Mary's,Texas Southern,82,70,,,,,,0,2020-21,,
401258895,2020-12-03,Final,Eastern Illinois,Chicago State,78,56,,,,,,0,2020-21,,
401259898,2020-12-04,Final,Purdue,Valparaiso,68,61,,,,,,0,2020-21,,
401255012,2020-12-04,Final,Marquette,Wisconsin,67,65,,,,,,0,2020-21,,
401265823,2020-12-04,Final,Memphis,Central Arkansas,85,68,,,,,,0,2020-21,,
401259549,2020-12-04,Final,Florida International,Jacksonville State,74,70,,,,,,0,2020-21,,
401253113,2020-12-04,Final,Eastern Michigan,Toledo,74,91,,,,,,0,2020-21,,
401254014,2020-12-04,Final,Duke,Bellarmine,76,54,,,,,,0,2020-21,,
401262406,2020-12-04,Final,Creighton,Kennesaw State,93,58,,,,,,0,2020-21,,
401260323,2020-12-04,Final,Miami (FL),Stetson,82,60,,,,,,0,2020-21,,
401261649,2020-12-04,Final,Loyola Marymount,Long Beach State,85,61,,,,,,0,2020-21,,
401261660,2020-12-04,Final,Auburn,South Alabama,90,81,,,,,,0,2020-21,,
401259544,2020-12-04,Final,Bradley,South Dakota State,84,88,,,,,,0,2020-21,,
401263446,2020-12-04,Final,Michigan State,Detroit Mercy,83,76,,,,,,0,2020-21,,
401260338,2020-12-04,Final,Virginia,Kent State,71,64,,,,,,0,2020-21,,
401266749,2020-12-04,Final,Texas Tech,Troy,80,46,,,,,,0,2020-21,,
401260047,2020-12-04,Final,Tulsa,UT Arlington,79,64,,,,,,0,2020-21,,
401262101,2020-12-04,Final,Georgia,Jacksonville,98,65,,,,,,0,2020-21,,
401258868,2020-12-04,Final,Mississippi State,North Texas,69,63,,,,,,0,2020-21,,
401261720,2020-12-04,Final,Charlotte,Georgia State,65,76,,,,,,0,2020-21,,
401260043,2020-12-04,Final,Stony Brook,Fairfield,72,69,,,,,,0,2020-21,,
401266523,2020-12-04,Final,Oregon,Seton Hall,83,70,,,,,,1,2020-21,,
401253490,2020-12-05,Final,Belmont,Samford,83,96,,,,,,0,2020-21,,
401252584,2020-12-05,Final,Southern Utah,Montana,75,74,,,,,,0,2020-21,,
401265320,2020-12-05,Final,Binghamton,Marist,65,68,,,,,,0,2020-21,,
401264962,2020-12-05,Final,Syracuse,Rider,87,52,,,,,,0,2020-21,,
401254034,2020-12-05,Final,Kansas,North Dakota State,65,61,,,,,,0,2020-21,,
401266897,2020-12-05,Final,George Washington,Coppin State,85,69,,,,,,0,2020-21,,
401258845,2020-12-05,Final,Arkansas,Lipscomb,86,50,,,,,,0,2020-21,,
401259040,2020-12-05,Final,East Carolina,Radford,63,50,,,,,,0,2020-21,,
401266881,2020-12-05,Final,Murray State,Illinois State,76,65,,,,,,0,2020-21,,
401266791,2020-12-05,Final,Arizona,Eastern Washington,70,67,,,,,,0,2020-21,,
401252582,2020-12-05,Final,Sacramento State,Idaho,73,57,,,,,,0,2020-21,,
401262979,2020-12-05,Final,Portland,Portland State,86,73,,,,,,0,2020-21,,
401260964,2020-12-05,Final,Houston,South Carolina,77,67,,,,,,0,2020-21,,
401264633,2020-12-05,Final,Saint Louis,Arkansas-Pine Bluff,107,54,,,,,,0,2020-21,,
401264608,2020-12-05,Final,Hofstra,Iona,74,82,,,,,,0,2020-21,,
401258896,2020-12-05,Final,Northwestern,Chicago State,111,66,,,,,,0,2020-21,,
401260360,2020-12-05,Final,High Point,North Florida,85,74,,,,,,0,2020-21,,
401266917,2020-12-05,Final,Chattanooga,Northern Kentucky,79,72,,,,,,0,2020-21,,
401262145,2020-12-05,Final,Wright State,Miami (OH),71,47,,,,,,0,2020-21,,
401253502,2020-12-05,Final,Texas State,Incarnate Word,72,64,,,,,,0,2020-21,,
401257057,2020-12-05,Final,Air Force,Lamar,59,44,,,,,,0,2020-21,,
401254067,2020-12-05,Final,Oklahoma State,Oakland,84,71,,,,,,0,2020-21,,
401261635,2020-12-05,Final,Utah State,Brigham Young,64,67,,,,,,0,2020-21,,
401262150,2020-12-05,Final,Ball State,UIC,68,66,,,,,,0,2020-21,,
401261574,2020-12-05,Final,Dayton,Southern Methodist,64,66,,,,,,0,2020-21,,
401254052,2020-12-05,Final,Kansas State,UNLV,58,68,,,,,,0,2020-21,,
401261439,2020-12-05,Final,Abilene Christian,Tarleton,69,48,,,,,,0,2020-21,,
401255036,2020-12-05,Final,Providence,Fairleigh Dickinson,79,67,,,,,,0,2020-21,,
401257490,2020-12-06,Final,Cincinnati,Xavier,69,77,,,,,,0,2020-21,,
401265911,2020-12-06,Final,Western Illinois,Central Michigan,73,79,,,,,,0,2020-21,,
