feature,importance
fs_win_pct10_diff,0.20105511836077705
fs_point_diff10_diff,0.16840780693078766
fs_point_diff_last5_vs10_diff,0.10578451141004973
fs_point_diff5_diff,0.10062469043168254
fs_recent_strength_index5_diff,0.0930635752057995
away_team_encoded,0.08876152240091321
fs_win_pct5_diff,0.08775044813029821
home_team_encoded,0.08578945389451666
fs_win_pct_last5_vs10_diff,0.04341345547093708
is_neutral,0.02521662928859435
away_rank,7.969092487844368e-05
home_rank,5.309755076541701e-05
