iter	Logloss
295	0.5227987852
296	0.522718313
297	0.5225781778
298	0.5225474877
299	0.5224359375
300	0.5223788045
301	0.5222604844
302	0.5221625284
303	0.5221304787
304	0.5220754543
305	0.5219856757
306	0.5219127555
307	0.5218348385
308	0.5218027629
309	0.5217478002
310	0.5217021858
311	0.521606982
312	0.5215642289
313	0.5215501215
314	0.5214800009
315	0.5214303432
316	0.5214032425
317	0.5212746509
318	0.5211585802
319	0.521146136
320	0.5210925675
321	0.5210112779
322	0.5209675856
323	0.520875178
324	0.5207923593
325	0.5207047113
326	0.5206962813
327	0.5206307871
328	0.5206043948
329	0.5205338339
330	0.5204404542
331	0.5204188378
332	0.5203948099
333	0.5203583432
334	0.5203239319
335	0.5202826721
336	0.5202611367
337	0.5201955201
338	0.5201411442
339	0.5200583959
340	0.5199417862
341	0.519915027
342	0.519827921
343	0.5197291087
344	0.5196645228
345	0.5195951757
346	0.5195568758
347	0.5194712292
348	0.5194337977
349	0.5194008528
350	0.5193218129
351	0.5192685529
352	0.5192137139
353	0.5190954047
354	0.5190028067
355	0.5189399728
356	0.5188913026
357	0.5188549864
358	0.5187540967
359	0.518693872
360	0.518606791
361	0.5185889476
362	0.5185050055
363	0.5184356979
364	0.5183816067
365	0.5183034061
366	0.5182373151
367	0.5181909186
368	0.5181406246
369	0.5181035636
370	0.5180513597
371	0.5179868174
372	0.5178641239
373	0.5178058466
374	0.5177466282
375	0.5176490627
376	0.5175981963
377	0.5175022138
378	0.5174128531
379	0.5173083617
380	0.5172582719
381	0.5172039815
382	0.517085453
383	0.5170347465
384	0.5169649975
385	0.5168895695
386	0.5168459088
387	0.5167996491
388	0.516733804
389	0.5166693413
390	0.5165650645
391	0.5164853466
392	0.5163997771
393	0.5163044903
394	0.5162631388
395	0.516196421
396	0.5161433343
397	0.516082405
398	0.5160269862
399	0.5159984731
400	0.5159338767
401	0.5159277803
402	0.5158969504
403	0.5157883862
404	0.5156961936
405	0.5156621436
406	0.5155722024
407	0.5155270469
408	0.5154638774
409	0.5154349056
410	0.515343401
411	0.5153155936
412	0.5152770248
413	0.5152597443
414	0.5151147566
415	0.5150327998
416	0.5150100123
417	0.5149868716
418	0.5148739733
419	0.5148039037
420	0.5147509862
421	0.5147297891
422	0.5146814167
423	0.5146257242
424	0.5145214257
425	0.5144496649
426	0.5143721062
427	0.5143085818
428	0.5142758882
429	0.5141933083
430	0.5140990108
431	0.5140695611
432	0.5140291881
433	0.5140019074
434	0.5138979931
435	0.5138758489
436	0.5137745388
437	0.5137428189
438	0.5137031864
439	0.5136204819
440	0.5135333421
441	0.5134276912
442	0.5133875068
443	0.5133775326
444	0.5132913371
445	0.5132481176
446	0.5132115634
447	0.5131637692
448	0.5131220447
449	0.513075965
450	0.5130264072
451	0.5129500063
452	0.512879681
453	0.5128080622
454	0.5127677114
455	0.5127088153
456	0.5126291321
457	0.5125754232
458	0.5125229846
459	0.5124848944
460	0.5124562116
461	0.5124052169
462	0.5122707864
463	0.5122387967
464	0.5121622087
465	0.512141856
466	0.5121023388
467	0.5120640348
468	0.5120232648
469	0.5119880259
470	0.5118895813
471	0.5118262751
472	0.5117832013
473	0.5117379808
474	0.5117077712
475	0.5116698059
476	0.5116310995
477	0.5115854096
478	0.5115711782
479	0.5115025246
480	0.5114946672
481	0.5114091422
482	0.5113588021
483	0.5112945064
484	0.5112734696
485	0.511216548
486	0.5111842589
487	0.5110735263
488	0.5110361811
489	0.510954569
490	0.5109074495
491	0.5108702577
492	0.5108009728
493	0.5106941403
494	0.5106465379
495	0.5105820207
496	0.5105087231
497	0.5104458833
498	0.5104281862
499	0.5103805833
500	0.5103023761
501	0.5102645666
502	0.5101947179
503	0.5100648697
504	0.5100189951
505	0.5099951657
506	0.5099586636
507	0.5098938617
508	0.5098143847
509	0.5097797358
510	0.5097192205
511	0.5096114442
512	0.5095389572
513	0.5094895306
514	0.5094024508
515	0.50932637
516	0.509227745
517	0.5091373421
518	0.5090907041
519	0.509022562
520	0.508968577
521	0.5089385015
522	0.5089033076
523	0.508838076
524	0.5087877076
525	0.5086914452
526	0.5086034811
527	0.5085471338
528	0.5085195415
529	0.5084768309
530	0.5083997598
531	0.5083625362
532	0.5083164007
533	0.5082643293
534	0.5082212309
535	0.5081412443
536	0.5081159672
537	0.5080270844
538	0.5079867777
539	0.5079468924
540	0.507899263
541	0.5078274073
542	0.5077669461
543	0.507677996
544	0.5076567212
545	0.507519678
546	0.5074776984
547	0.5074124651
548	0.5073499189
549	0.5072926826
550	0.5072770025
551	0.5072413781
552	0.5071829273
553	0.5071120444
554	0.5070612683
555	0.5070196941
556	0.5069695297
557	0.5069108942
558	0.5068444352
559	0.5067764171
560	0.506704491
561	0.5066813344
562	0.506659958
563	0.5066014502
564	0.5065549466
565	0.5065214417
566	0.5065108805
567	0.5065081717
568	0.506483762
569	0.506404566
570	0.5063386774
571	0.5062334837
572	0.5062172909
573	0.5061991936
574	0.5061158783
575	0.5060643152
576	0.5060255828
577	0.5059970133
578	0.5059218596
579	0.5058672217
580	0.5058399801
581	0.5057781546
582	0.5057433699
583	0.5057285025
584	0.5056547556
585	0.5055541116
586	0.5054880216
587	0.505432472
588	0.5053735477
589	0.5053025642
590	0.5052295294
591	0.5051756216
592	0.5051486776
593	0.5051099283
594	0.5050009182
595	0.504929744
596	0.5048562835
597	0.5048301866
598	0.5047604035
599	0.5047039539
600	0.5046768122
601	0.5046279068
602	0.5046097747
603	0.5045256948
604	0.5044528712
605	0.5043860393
606	0.5043172722
607	0.5042040331
608	0.5041111867
609	0.5040549209
610	0.5039830142
611	0.5039123711
612	0.5038663301
613	0.5038034176
614	0.5037236309
615	0.503689209
616	0.50365797
617	0.5036047071
618	0.5035369397
619	0.5034808701
620	0.5034233559
621	0.5033737654
622	0.5033486972
623	0.5032692429
624	0.5032529342
625	0.5031817458
626	0.5031586014
627	0.5030646095
628	0.5030230337
629	0.5029991133
630	0.5029022147
631	0.5028268749
632	0.5027663263
633	0.5027121538
634	0.502665684
635	0.5025572537
636	0.5024780588
637	0.5024676446
638	0.5024266554
639	0.5024038378
640	0.5023586836
641	0.5022877224
642	0.5022217188
643	0.5021690508
644	0.5020750011
645	0.5020101261
646	0.5019664215
647	0.5019474178
648	0.5019384616
649	0.5018949594
650	0.501867858
651	0.5018144153
652	0.501747917
653	0.5016971964
654	0.5016719211
655	0.5016179253
656	0.5015320139
657	0.5014979035
658	0.5014305179
659	0.5014149847
660	0.5013755386
661	0.501349277
662	0.5013079481
663	0.5012743122
664	0.5012093402
665	0.5011513756
666	0.5010857576
667	0.5010342737
668	0.5010063513
669	0.500940482
670	0.5009119159
671	0.5008339029
672	0.5007579554
673	0.500695363
674	0.5006537905
675	0.5006230031
676	0.5005999965
677	0.5005260395
678	0.5004534874
679	0.500401641
680	0.5003625948
681	0.5002960238
682	0.5002489497
683	0.5001913628
684	0.5001468246
685	0.5000928738
686	0.5000190488
687	0.4999827378
688	0.4999039691
689	0.4998614612
690	0.4998174719
691	0.4997877663
692	0.4997846402
693	0.4997148769
694	0.4996784386
695	0.499652422
696	0.4996280995
697	0.4995655032
698	0.499510063
699	0.4994525399
700	0.4994204215
701	0.4993021632
702	0.4992416043
703	0.4991759311
704	0.4991244594
705	0.4990896027
706	0.4990490682
707	0.4989880732
708	0.4989673932
709	0.4989316373
710	0.4988588703
711	0.4988033731
712	0.4987019509
713	0.498660219
714	0.4986199037
715	0.4985722494
716	0.4985008725
717	0.4984605941
718	0.4984047645
719	0.4983822201
720	0.4983628288
721	0.498306895
722	0.4982409133
723	0.4981618404
724	0.4980638731
725	0.4979485404
726	0.4979208236
727	0.4978532079
728	0.4977613214
729	0.4977127927
730	0.4976226915
731	0.4975730567
732	0.4975001431
733	0.497465695
734	0.497440554
735	0.4973475945
736	0.4972766651
737	0.4972465634
738	0.4971944391
739	0.4971682752
740	0.4971211126
741	0.4970903766
742	0.4970530438
743	0.4969918796
744	0.4969692438
745	0.4968990322
746	0.4968536804
747	0.496807314
748	0.4967772582
749	0.4967127603
750	0.4966788188
751	0.4966395218
752	0.4964988314
753	0.4964463542
754	0.4964219306
755	0.4963755396
756	0.4963474774
757	0.4962895601
758	0.4962476195
759	0.496155551
760	0.4960694975
761	0.4960334662
762	0.4959112082
763	0.4958883982
764	0.4958254615
765	0.4957827609
766	0.4957201858
767	0.4956930667
768	0.4956529114
769	0.4956222916
770	0.4955788059
771	0.4955545137
772	0.4955181099
773	0.4954549691
774	0.4953944111
775	0.4953627085
776	0.4952937213
777	0.4952374973
778	0.4951910576
779	0.4951035417
780	0.4950465068
781	0.494971224
782	0.4949338937
783	0.4948447245
784	0.4948002743
785	0.4947417125
786	0.4947253306
787	0.4946228404
788	0.4945709731
789	0.4945310321
790	0.4944017965
791	0.4943802125
792	0.4942815907
793	0.4942564341
794	0.4942236239
795	0.4942088594
796	0.4941494905
797	0.4941060561
798	0.4940578072
799	0.4940249216
800	0.4939330933
801	0.4938715824
802	0.4938317023
803	0.4937903579
804	0.4937345137
805	0.4937030914
806	0.49361482
807	0.4935969296
808	0.4935649222
809	0.4935113537
810	0.4934458377
811	0.493418318
812	0.493334361
813	0.4933001562
814	0.4932511957
815	0.4931877804
816	0.4931068588
817	0.4930610933
818	0.492961141
819	0.4929420794
820	0.4929185431
821	0.4928209378
822	0.4927508099
823	0.4926674689
824	0.4926315268
825	0.4925944072
826	0.4925540682
827	0.4925104235
828	0.492509908
829	0.4924826722
830	0.4924446547
831	0.4924090558
832	0.4923816957
833	0.4923462635
834	0.4922189887
835	0.492167273
836	0.4920737543
837	0.4920063945
838	0.4919762025
839	0.4919269679
840	0.491902925
841	0.4918542281
842	0.49181724
843	0.4917866427
844	0.4917330287
845	0.491668701
846	0.4916259065
847	0.4915907544
848	0.4915536012
849	0.4915292398
850	0.4914796178
851	0.4914530401
852	0.4913300578
853	0.4913043972
854	0.4912955026
855	0.4912950299
856	0.4912770441
857	0.4912360104
858	0.4911809847
859	0.4911252483
860	0.4910809308
861	0.4910611198
862	0.4910122521
863	0.4909290106
864	0.4908673872
865	0.4907899551
866	0.4907483671
867	0.4907085615
868	0.4906750279
869	0.490616662
870	0.4906015521
871	0.4905859609
872	0.4905570829
873	0.4905423577
874	0.4904840124
875	0.4904247305
876	0.4903712108
877	0.4903192651
878	0.4902790303
879	0.4902517162
880	0.4902129629
881	0.4901805397
882	0.4900945673
883	0.4900790923
884	0.4900191422
885	0.4900051968
886	0.4899909775
887	0.4899656977
888	0.4899652493
889	0.4899340163
890	0.4898814767
891	0.4898309676
892	0.4897733789
893	0.4897380878
894	0.4897235638
895	0.4896927048
896	0.4896390914
897	0.4895501688
898	0.4895128836
899	0.489467314
900	0.4894377496
901	0.48939444
902	0.489321217
903	0.489278591
904	0.4892249725
905	0.4892037127
906	0.48913956
907	0.4891248301
908	0.4890630523
909	0.4890266126
910	0.4889738412
911	0.488958819
912	0.4889248512
913	0.4888244234
914	0.4887776111
915	0.4887105724
916	0.4886845062
917	0.4886596994
918	0.4886071722
919	0.4885452343
920	0.4885067191
921	0.4884782823
922	0.488405183
923	0.4883609219
924	0.4882836404
925	0.4882086935
926	0.4881878353
927	0.4880910236
928	0.4880524095
929	0.4879781536
930	0.4879283818
931	0.4878704097
932	0.4877947631
933	0.4877516586
934	0.4877017736
935	0.4876726636
936	0.4876669116
937	0.4876089764
938	0.4875970275
939	0.4875804677
940	0.487545322
941	0.4875220911
942	0.4874591732
943	0.4873826466
944	0.4873643691
945	0.4873262192
946	0.4872848542
947	0.4872152155
948	0.487164862
949	0.487110531
950	0.4870287131
951	0.4869767788
952	0.486928834
953	0.4868609584
954	0.4868388304
955	0.4868088771
956	0.4867880015
957	0.4867776253
958	0.486729116
959	0.4866832454
960	0.4866021815
961	0.4865642285
962	0.4865558497
963	0.4865431939
964	0.4865085639
965	0.4864759701
966	0.4863859275
967	0.4863328595
968	0.4863157109
969	0.4862769548
970	0.4862317338
971	0.4861974887
972	0.4861855359
973	0.486139046
974	0.4860805817
975	0.4860562904
976	0.4860287556
977	0.485998353
978	0.4859419683
979	0.4858919207
980	0.4858809546
981	0.4858211693
982	0.4857904004
983	0.4857654222
984	0.4857317689
985	0.4856967069
986	0.4856380327
987	0.4856158335
988	0.4855619915
989	0.485516052
990	0.48549223
991	0.4854527261
992	0.4854161218
993	0.4853623517
994	0.4853198824
995	0.4852874262
996	0.4852409776
997	0.4852172518
998	0.4851701306
999	0.4851497382
