# Extra (Non-Canonical D1 / Exhibition / Other Level) Teams
# Generated: 2025-11-05
# Distinct extras: 993
# Format: Team Name,Total Game Appearances (home+away combined)
# These teams are present in the normalized dataset but not in the 2024-25 D1 canonical list.
# Use this file to audit for misnamed or truncated Division I schools worth aliasing.

# --- Flagged Potential Misnamed/Truncated D1 Candidates (Review Carefully) ---
# NOTE: Do NOT blindly map; some are legitimate separate institutions (e.g., Northern Arizona).
# South Carolina Upstate -> (Canon should include USC Upstate if desired)
# St. Francis PA -> St. Francis (PA)
# Mcneese -> McNeese
# Miami OH -> Miami (OH)
# N Arizona -> Northern Arizona (if missing)
# North Carolina A&T -> North Carolina A&T (distinct D1)
# Northwestern St -> Northwestern State
# N Colorado -> Northern Colorado (distinct D1)
# Mt St Mary's -> Mount St. Mary's
# South Dakota St -> South Dakota State
# Saint Joe's -> Saint Joseph's
# N Illinois -> Northern Illinois
# St John's -> St. John's
# Tennessee St -> Tennessee State
# St Bonaventure -> St. Bonaventure
# W Illinois -> Western Illinois
# W Kentucky -> Western Kentucky
# Youngstown St -> Youngstown State
# Morgan St -> Morgan State
# W Michigan -> Western Michigan
# Washington St -> Washington State
# Mount St. Mary -> Mount St. Mary's
# Saint Mary's MN -> (Non-D1, ignore)
# Northern State / Northeastern State / Bowie State / etc. are non-D1 but fuzzy-close to D1 names.

# --- Full Extra Team List ---
Fort Valley State,3
Framingham State,3
Fredonia State,3
Gallaudet University,3
Goshen,3
Goucher,3
Greenville,3
Guilford,3
Gwynedd-Mercy,3
Gwynedd-Mercy College,3
Harris Stowe,3
Hawaii Pacific,3
Hawaii-Hilo,3
Heidelberg,3
Hendrix College,3
John Brown,3
Johnson University Florida,3
Keystone,3
LaGrange,3
Limestone,3
Lincoln PA,3
Louisiana Christian,3
Lynchburg,3
McKendree,3
Mercy,3
Miami-Hamilton,3
Michigan-Dearborn,3
Mid-Atlantic Christian University,3
Midway,3
Misericordia,3
Missouri Baptist,3
Missouri Science & Technology,3
Montana Tech,3
Montreat College,3
Morehouse College,3
Muskingum,3
NVU-Lyndon,3
Neumann,3
New College FL,3
Newberry,3
Nobel,3
North American,3
North Georgia,3
North Park,3
Northern Vermont - Johnson,3
Ohio Christian,3
Ottawa University Arizona,3
Our Lady Of The Lake,3
Ozark Christian,3
Pacific Lutheran,3
Penn State - Wilkes-Barre,3
Presentation College,3
Queens NC,3
Quincy,3
Randolph College,3
Regis Univ,3
Reinhardt,3
Rhodes College,3
SUNY-Maritime,3
Shawnee State,3
Siena Heights,3
Sonoma State,3
South Dakota Mines,3
South Wesleyan,3
Southeastern Baptist College,3
Southwest Assemblies of God,3
Southwestern Christian,3
St Elizabeth,3
St. Martin's,3
Summit,3
Texas A&M-International,3
Texas A&M-San Antonio,3
Texas Permian Basin,3
Thomas ME,3
Trinity Christian IL,3
Trinity University TX,3
UNT Dallas,3
US Merchant Marine Academy,3
VA Wesleyan,3
Vermont State - Johnson,3
Walla Walla,3
Warner University,3
Wells College,3
Western Oregon,3
Westminster PA,3
Academy Of Art University,2
Adrian College,2
Anderson IN,2
Arizona Christian,2
Asbury,2
Ave Maria,2
Averett,2
Belhaven College,2
Bethel College TN,2
Bethel IN,2
Birmingham-Southern,2
Blue Mountain,2
Blue Mountain College,2
Bowie State,2
Bryan College,2
Buffalo State,2
Bushnell University,2
California Lutheran,2
Carolina Christian College,2
Carroll MT,2
Centenary Louisiana,2
Central State OH,2
Chapman University,2
Chowan,2
Christendom,2
Clarks Summit,2
Clayton State,2
Coe,2
Colby-Sawyer,2
Concord University,2
Concordia MI,2
Concordia-St. Paul,2
Culver-Stockton,2
Cumberland KY,2
Davenport,2
Davis & Elkins,2
Dickinson State,2
District of Columbia,2
Doane,2
Dubuque,2
Earlham,2
Elizabeth City State,2
Elms College,2
Emerson College,2
Emmanuel,2
Evangel,2
Farmingdale State,2
Felician,2
Fort Lauderdale,2
Freed-Hardeman,2
Friends University,2
Gallaudet,2
Goshen College,2
Hannibal-LaGrange,2
Hannibal-Lagrange,2
Harding,2
Harris-Stowe State,2
Haskell,2
Hastings College,2
Hawai'i Hilo,2
Hawai'i Pacific,2
Houghton,2
Illinois Tech,2
Illinois-Springfield,2
Iowa Wesleyan,2
John Jay College,2
John Jay College of Criminal Justice,2
Judson College,2
Keene State,2
Kentucky State University,2
Kentucky Wesleyan,2
King TN,2
Knox,2
LaGrange College,2
Lake Erie,2
Lancasater Bible College,2
Lane College,2
Lees McRae,2
Lewis,2
Life University,2
Linfield College,2
Loras,2
Louisiana College,2
Lyon,2
Lyon College,2
Maine-Augusta,2
Manhattanville,2
Mars Hill,2
Maryville College TN,2
Marywood,2
Merchant Marine Academy,2
Methodist,2
Miami OH-Hamilton,2
Millsaps,2
Missouri Southern State,2
Molloy,2
Monmouth IL,2
Montana State-Northern,2
Montana-Western,2
Montevallo,2
Morehouse,2
Mount Aloysius,2
Mount Saint Mary NY,2
Multnomah,2
New England,2
Northeastern State,2
Northland College,2
Northwestern Ohio,2
Notre Dame Md,2
Nyack College,2
Ohio Dominican,2
Ohio Wesleyan,2
Olivet College,2
Oneonta State,2
Ouachita Baptist,2
Paine,2
Penn State-Alleghany,2
Penn State-New Kensington,2
Penn State-Shenango,2
Peru State College,2
Philander Smith,2
Pittsburgh - Greensburg,2
Plattsburgh St,2
Portland Bible,2
Randall University,2
Rhode Island College,2
Rhodes,2
Rockford,2
Rockford University,2
Rocky Mountain,2
Rosemont,2
SUNY Delhi,2
SUNY-Canton,2
SUNY-Old Westbury,2
SUNY-Oneonta,2
SUNY-Purchase,2
Saginaw Valley,2
Saint Joseph's Long Island,2
Saint Josephs Long Island,2
Science & Arts OK,2
Southern Wesleyan,2
Southwestern,2
Springfield,2
St. Francis ILL,2
St. Francis Illinois,2
St. John Fisher,2
St. Joseph's ME,2
St. Thomas FL,2
St. Xavier,2
Sul Ross State,2
Tabor,2
Texas A&M Commerce,2
Texas Wesleyan,2
Trinity TX,2
Truman State,2
UC Merced,2
UT Permian Basin,2
University of The Southwest,2
Valley Forge,2
Vassar,2
Vermont State - Lyndon,2
Virginia Wesleyan,2
W. Virginia Tech,2
Walla Walla University,2
West Virginia Wesleyan,2
Western New England,2
Westminster MO,2
Wheeling Jesuit,2
Wilberforce,2
York College Nebraska,2
Academy of Art University,1
Alabama Crimson Tide,1
Albany St GA,1
Albany State GA,1
Albertus Magnus,1
Alma College,1
American International,1
Andrews University,1
Angelo State,1
Aquinas College,1
Arcadia,1
Arcadia University,1
Arkansas-Fort Smith,1
Army Black,1
Asbury College,1
Ashland University,1
Auburn-Montgomery,1
Augusta,1
Aurora,1
Aurora University,1
Austin Peay Governors,1
Babson,1
Bacone,1
Baldwin Wallace,1
Baldwin-Wallace College,1
Baptist Bible College MO,1
Barclay College,1
Bard College,1
Bellevue University,1
Belmont Abbey,1
Benedict,1
Benedictine University IL,1
Berea,1
Berry,1
Bloomsburg,1
Blue Mountain Toppers,1
Bluefield State,1
Bluffton,1
Bluffton University,1
Bowdoin,1
Brandeis,1
Bryan (TN),1
CS Dominguez Hills,1
CSU Pueblo,1
Cal State East Bay,1
Cal State-Los Angeles,1
Cal Tech,1
Caldwell,1
California Maritime,1
Caltech CALTECH,1
Calumet,1
Calvin,1
Campbell Fighting,1
Canisius Golden Griffins,1
Capital,1
Cardinal Stritch,1
Carroll College MT,1
Catawba,1
Cazenovia College,1
Cedarville,1
Centenary College NJ,1
Central Christian College,1
Central Methodist,1
Centre College,1
Chadron State,1
Chapman,1
Charleston Southern Buccaneers,1
Charlotte 49ers,1
Chatham University,1
Chattanooga Mocs,1
Chestnut Hill College,1
Clark Atlanta,1
Clark MA,1
Clinton College,1
Coast Guard,1
Coe College,1
Coker,1
Colby-Sawyer College,1
College of New Jersey,1
Colorado State-Pueblo,1
Colorado-Colorado Springs,1
Columbia College SC,1
Columbus State,1
Concordia College MN,1
Concordia Texas,1
Concordia University Irvine,1
Concordia-Ann Arbor,1
Concordia-Irvine,1
Converse University CONVERSE,1
Corban College,1
Crowley's Ridge,1
Cumberland University TN,1
Curry College,1
D'Youville,1
D'Youville University,1
Dakota State University,1
Dallas University,1
DePaul Blue,1
DePauw,1
DeSales,1
Dean,1
Dean College,1
Delaware Valley,1
Delta State,1
Denver Pioneers,1
Depauw,1
Dickinson PA,1
Dickinson State ND,1
District Of Columbia,1
Dominican (CA),1
E. New Mexico,1
Earlham College,1
East Mennonite,1
East Texas Baptist,1
East-West University Phantoms,1
Eastern Mennonite,1
Eastern Nazarene,1
Eastern University,1
Eckerd College,1
Edinboro,1
Elizabethtown,1
Emporia State,1
Endicott College,1
Erskine Flying Fleet,1
Eureka College,1
Evansville Purple Aces,1
FDU Florham,1
FDU-Florham,1
Fairmont State,1
Florida National Conquistadors,1
Fort Hays State,1
Franklin Pierce,1
Fresno Pacific Sunbirds,1
Frostburg State,1
Gardner-Webb Runnin',1
Georgetown KY,1
Georgia College,1
Georgia Southwestern,1
Glenville State,1
Goldey-Beacom,1
Gordon College,1
Grace Christian University,1
Grand Canyon Lopes,1
Greensboro College,1
Hanover,1
Hartwick,1
Hawai'i Pacific Sea,1
Hawaii Hilo,1
Hofstra Pride,1
Holy Cross College IN,1
Holy Family University,1
Holy Names,1
Hood College,1
Hope,1
Houghton College,1
Humboldt State,1
IU Columbus,1
IU-Kokomo,1
Idaho State Bengals,1
Illinois Fighting,1
Indiana South Bend,1
Indiana University Northwest,1
Indianapolis,1
Ithaca College,1
Jamestown,1
Jessup University,1
Johnson & Wales (NC) JOHNSON & WALES-CHARLOTTE,1
Judson University,1
Justice College,1
Kansas City Roos,1
Keiser,1
Kent State Golden Flashes,1
Keuka,1
La Plume,1
Lake Erie College,1
Lake Superior State,1
Lakeland,1
Lander,1
Le Moyne-Owen,1
LeMoyne-Owen,1
Lebanon Valley,1
Lee University,1
Lehigh Mountain,1
Lehman College,1
Lenoir Rhyne,1
Lesley University,1
Lincoln University (CA) Oaklanders,1
Livingstone,1
Long Beach State Beach,1
Long Island University Sharks,1
Louisiana Ragin' Cajuns,1
Lourdes,1
Lourdes University,1
Luther,1
Lynn,1
Lynn University,1
MARIAN,1
MIT,1
Maine Black,1
Maine-Farmington,1
Maine-Presque Isle,1
Malone,1
Malone University,1
Manchester,1
Manor College,1
Mansfield,1
Marist Red Foxes,1
Mary Baldwin Fighting Squirrels,1
Maryville TN,1
Maryville University,1
Masters College,1
Mayville State,1
McDaniel,1
McMurry War,1
Menlo Oaks,1
Merchant Marine Academy Mariners,1
Miami OH - Middletown,1
Michigan Tech,1
Midland University,1
Midwestern State,1
Millersville,1
Millsaps Majors,1
Milwaukee School Of Engineering,1
Milwaukee School of Engineering,1
Minnesota Crookston,1
Minnesota Duluth,1
Minnesota-Morris,1
Missouri S&T,1
Mitchell College,1
Moravian,1
Morrisville,1
Mount Saint Vincent,1
Mount St. Mary,1
NW Nazarene,1
Navajo Tech,1
Nazareth College,1
Nebraska Cornhuskers,1
Nelson,1
Nevada Wolf Pack,1
New College (FL) Mighty Banyans,1
New Haven Chargers,1
Newman,1
Newport News Apprentice,1
Niagara Purple,1
North Central College,1
North Dakota Fighting,1
Northern State,1
Northland,1
Northwest Nazarene,1
Northwood,1
Northwood MI,1
Notre Dame College,1
Notre Dame MD,1
Oak Hills Christian,1
Oberlin College,1
Ohio Valley,1
Oklahoma Baptist,1
Oklahoma Christian,1
Oklahoma Christian OKLAHOMA CHRISTIAN,1
Old Westbury,1
Oregon Ducks,1
Pacific OR,1
Pacific Union,1
Palm Beach Atlantic,1
Park University Gilbert Buccaneers,1
Penn St-Behrend,1
Penn State Brandywine,1
Penn State Scranton,1
Penn State-Allegheny,1
Penn State-Altoona,1
Penn State-Fayette,1
Pittsburgh-Bradford,1
Point,1
Point Loma Nazarene,1
Point University,1
Polytechnic University,1
Pratt,1
Puerto Rico-Bayamon,1
Puerto Rico-Mayaguez,1
Puerto Rico-Rio Piedras,1
Puget Sound,1
Purchase,1
Queens College NY,1
Randolph-Macon,1
Redlands,1
Regis,1
Regis College,1
Roberts Wesleyan,1
Rochester College,1
Rochester University MI,1
Roosevelt,1
Rutgers-Camden,1
SUNY Cobleskill Fighting,1
SUNY Maritime,1
SUNY New Paltz,1
SUNY Poly,1
SUNY-Brockport,1
SUNY-Delhi,1
SUNY-Potsdam,1
Sacred Heart Pioneers,1
Saginaw Valley State,1
Sagu American Indian College,1
Saint Augustine's,1
Saint Elizabeth,1
Saint Francis,1
Saint Mary of the Woods College,1
Saint Mary's MN,1
Saint Vincent,1
Salem University,1
Salisbury,1
Salve Regina,1
San Diego Toreros,1
San Francisco Dons,1
Seattle Pacific,1
Shenandoah,1
Shorter,1
Siena Saints,1
Simon Fraser,1
Simpson University,1
South Carolina Gamecocks,1
South Dakota State Jackrabbits,1
Southern Arkansas Muleriders,1
Southern Nazarene,1
Southern Oregon,1
Southern Utah Thunderbirds,1
Southwest Minnesota State,1
Southwestern Assemblies of God,1
Southwestern Oklahoma State,1
Southwestern TX,1
Southwestern University TX,1
Spartanburg Methodist,1
Spurgeon College,1
St. Augustine,1
St. Elizabeth,1
St. Joseph's (NY),1
St. Joseph's NY-Long Island,1
St. Louis Pharmacy,1
St. Norbert,1
St. Thomas-Minnesota Tommies,1
St. Vincent,1
St. Xavier  IL,1
Stanton,1
Sterling College KS,1
Stonehill Skyhawks,1
Suny-Oneonta,1
Syracuse Orange,1
TCU Horned Frogs,1
Talladega,1
Taylor,1
Texas A&M-Kingsville,1
Texas A&M-Texarkana,1
Texas College,1
Texas Longhorns,1
Thomas,1
Thomas (ME),1
Tiffin,1
Tougaloo,1
Trinity (TX),1
Tufts,1
Tulane Green Wave,1
Tulsa Golden Hurricane,1
Tusculum Pioneers,1
Tuskegee,1
UAlbany Great Danes,1
UC Santa Cruz Banana Slugs,1
UL Monroe Warhawks,1
UMass Lowell River,1
UNC Wilmington Seahawks,1
US Coast Guard,1
UT Dallas,1
UT Martin Skyhawks,1
UT Rio Grande Valley Vaqueros,1
UT Tyler,1
UVA Wise,1
UVI,1
Union,1
Union (KY),1
Union TN,1
University Of Saint Mary,1
University of Science & Arts,1
University of Wisconsin River Falls,1
VALLEY FORGE,1
Valley City,1
Valparaiso Beacons,1
Vermont State - Randolph,1
Virginia State,1
WPI,1
WVU Tech,1
Wabash College,1
Wagner Seahawks,1
Wartburg,1
Washburn,1
Washington Adventist,1
Washington Adventist Shock,1
Washington and Lee,1
Wayland Baptist,1
Wayne State MI,1
Webster,1
West Florida,1
West New Mexico,1
Western New England Golden,1
Westfield State,1
Westminster (UT) Griffins,1
Whitworth,1
Widener Pride,1
Wilkes,1
Wilkes University,1
William Jewell,1
Williams Baptist,1
Wilmington DE,1
Wingate,1
Wisconsin Parkside,1
Wisconsin-Superior,1
Wittenberg,1
Worcester State,1
Worcester Tech,1
York NY,1
